0,100.489
30,100.457
60,100.433
90,100.413
120,100.389
150,100.361
180,100.299
210,100.268
240,100.246
270,100.207
300,100.176
330,100.153
360,100.127
390,100.097
420,100.07
450,100.061
480,100.059
510,100.048
540,0.066678
570,0.055548
600,0.0385969
630,0.0337336
660,0
660,0
