0,0.1639
30,0.164623
60,0.162355
90,0.145083
120,0.144557
150,0.13447
180,0.120633
210,0.113469
240,0.103142
270,0.102635
300,0.0975513
330,0.0760254
360,0.057546
390,0.0558004
420,0.053818
450,0.0493275
480,0.0476292
510,0.03532
540,0.036439
570,0.0329833
600,0.0326542
630,0.0204312
660,0.0184975
690,0.0162182
720,0.0137054
750,0.01
750,0
